index,Label,brand,name,price,ingredients,Combination,Dry,Normal,Oily
11,soap,PHILOSOPHY,"Amazing Grace Shampoo, Bath & Shower Gel",['28'],"Water, Sodium Laureth Sulfate, Lauryl Betaine, Fragrance, Ppg-2 Hydroxyethyl Cocamide, Disodium Laureth Sulfosuccinate, Phenoxyethanol, Peg-150 Pentaerythrityl Tetrastearate, Peg-7 Glyceryl Cocoate, Sodium Benzoate, Benzyl Salicylate, Peg-6 Caprylic/Capric Glycerides, Citric Acid, Cocamidopropyl Pg-Dimonium Chloride Phosphate, Glycol Distearate, Panthenyl Ethyl Ether, Sodium Sulfate, Sodium Chloride, Laureth-2, Hexyl Cinnamal, Disodium Edta, Limonene, Bht, Butylphenyl Methylpropional, Linalool, Benzoic Acid, Sodium Sulfite, Hydrolyzed Silk, Avena Sativa (Oat) Kernel Oil, Caprylic/Capric Triglyceride, Lithospermum Erythrorhizon Root Extract, FD&C Red No. 4 (CI 14700), FD&C Yellow No. 5 (CI 19140), D&C Red No. 33 (CI 17200).",0,0,0,0
12,soap,NÉCESSAIRE,The Body Exfoliator,['30'],"-Bamboo Charcoal: Exfoliates.
-AHA/Glycolic Acid: Softens appearance.
-BHA/Salicylic Acid: Renews appearance.

Water (Aqua), Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Pumice, Glycerin, Propanediol, Acrylates Crosspolymer-4, Sclerocarya Birrea (Marula) Seed Oil, Salicylic Acid, Glycolic Acid, Lactic Acid, Tocopherol, Niacinamide, Gluconolactone, Charcoal Powder, Zea Mays (Corn) Starch, Mannitol, Microcrystalline Cellulose, Amylopectin, Dextrin, Polydextrose, Sodium Benzoate, Sodium PCA, Eucalyptus Globulus (Eucalyptus) Leaf Oil, Lavandula Angustifolia (Lavender) Oil, Abies Sibirica (Siberian Fir) Oil, Zingiber Officinale (Ginger) Root Oil, Citrus Aurantium Dulcis (Orange) Peel Oil, Pogostemon Cablin (Patchouli) Oil.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,1
13,soap,JACK BLACK,Performance Remedy™ Turbo Wash™ Energizing Cleanser for Hair & Body,['23'],"Water, Sodium C14-16 Olefin Sulfonate, Cocamidopropyl Betaine, Lauryl Glucoside, Dimethyl Sulfone, Thymus Vulgaris (Thyme) Flower/Leaf Extract, Helianthus Annuus (Sunflower) Seed Oil*, Linum Usitatissimum (Linseed) Seed Extract*, Punica Granatum Extract*, Olea Europaea (Olive) Fruit Extract*, Rosemarinus Officinalis (Rosemary) Leaf Oil, Eucalyptus Globulus Lead Oil, I-Menthol, Abies Balsamea (Fir Balsam) L. Mill, Lavandula Angustifola (Lavender) Oil, Juniperus Communis (Juniper Berry) Fruit Oil, Laminaria Digitata Extract*, Morinda Citrifolia Extract*, Camellia Sinensis Leaf Extract*, Arnica Montana Flower Extract, Panthenol, Hydrolyzed Wheat Protein, Butyrospermum Parkii (Shea Butter), Aloe Barbadensis Leaf Juice*, Ascorbic Acid, Phospholipids, Tocopheryl Acetate, Retinyl Palmitate, Ascorbyl Palmitate, Citrus Grandis (Grapefruit) Seed Extract, PEG-20 Methyl Glucose Sesquistearate, Glycerin, PEG-150 DistearateTetrasodium EDTA, Citric Acid, Polyquaternium-7, Sodium Hydroxymethylglycinate, Phenoxyethanol, Methyldihydrojasmonate, Dihydro Pentamethylindanone, Sodium Chloride, Glycol Stearate. *Certified Organic",0,0,0,0
14,soap,MURAD,Acne Body Wash,['44'],"-Glycolic and Salicylic Acids: Penetrate deep to control and prevent breakouts.
-Date Seed Powder: Exfoliates to keep pores clean and clear.
-Green Tea and Licorice Root Extracts: Protect and soothe inflamed skin.

Water (Aqua), Sodium C14-16 Olefin Sulfonate, Polyethylene, Glycerin, Cocamidopropyl Betaine, Acrylates Copolymer, PEG-200 Hydrogenated Glyceryl Palmate, Retinyl Palmitate, Phoenix Dactylifera (Date) Seed, Dipotassium Glycyrrhizate, Butylene Glycol, Camellia Oleifera Leaf Extract, Tocopheryl Acetate, Sodium PCA , Proline, Sodium Lactate, Sorbitol, Zinc Gluconate, Ascorbic Acid, Chitosan, Propyl Gallate, Glycolic Acid, Sodium Hydroxide, Hydrogen Peroxide, Menthol, PEG-7 Glyceryl Cocoate, Disodium EDTA, Chlorphenesin, Methylisothiazolinone, Benzyl Salicylate, Hexyl Cinnamal, Butylphenyl Methylpropional, Fragrance, Blue 1 (CI 42090), Ext. Violet 2 (CI 60730).",0,0,0,0
15,soap,KOPARI,Coconut Crush Scrub,['39'],"Sucrose, Cocos Nucifera (Coconut) Oil, Isopropyl Palmitate, Beeswax, Cocos Nucifera (Coconut) Shell Powder, Silica, Hydrogenated Castor Oil, Caprylyl/Capryl Glucoside, Fragrance, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Beta-Sitosterol, Squalene, Butyrospermum Parkii (Shea) Butter, Glycine Soja (Soybean) Oil, Aloe Barbadensis (Aloe Vera) Leaf Oil Extract.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,0
16,soap,DRUNK ELEPHANT,Kamili™ Cream Body Cleanser,['20'],"-Passionfruit Oil: Commonly known as maracuja oil, it’s used for its rich moisturizing properties and skin-soothing benefits.
- Multi-Amino Acid Blend: A mix of quick-absorbing amino acids soothes, strengthens and moisturizes skin.
- Ultra-Mild Surfactant Blend: A stack of gentle cleansing agents, including coconut-based surfactants rich in fatty acids, that work together to create a rich foam that effectively lifts dirt and other substances from skin without stripping or drying.

Water/Aqua/Eau, Sodium Laurylglucosides Hydroxypropylsulfonate, Coco-Glucoside, Glycerin, Cocamidopropyl Betaine, Sodium Methyl Cocoyl Taurate, Sodium Chloride, Sclerocarya Birrea Seed Oil, Coconut Alkanes, Passiflora Edulis Seed Oil, Plukenetia Volubilis Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Caprylic/Capric Triglyceride, Cassia Hydroxypropyltrimonium Chloride, Carbomer, Sodium PCA, Panthenol, Glycol Distearate, Sodium Lactate, Helianthus Annuus (Sunflower) Seed Oil, Glycine Soja (Soybean) Oil, PCA, Alanine, Arginine, Glycine, Histidine, Isoleucine, Phenylalalnine, Proline, Serine, Threonine, Valine, Coco-Caprylate/Caprate, Aspartic Acid, Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract, Benzoic Acid, Phenoxyethanol, Dehydroacetic Acid, Sodium Acetate

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer, styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,1
17,soap,OUAI,Body Cleanser,['28'],"-Jojoba Seed Oil: Soothes and hydrates skin.
-Rose Hip Oil: Moisturizes and nurtures for supple finish.
-Lactobacillus Ferment: Helpful in killing bacteria and creating a healthy skin environment.

Aqua (Water, Eau), Cocamidopropyl Betaine, Sodium C14-16 Olefin Sulfonate, Glycerin, Sodium Methyl Cocoyl Taurate, PEG-150 Pentaerythrityl Tetrastearate, PEG-40 Hydrogenated Castor Oil, Acrylates Coplymer, Simmondsia Chinensis (Jojoba) Seed Oil, Rosa Canina Fruit Oil, Lactobacillus Ferment, Sodium Hyaluronate, Sodium Hydroxide, Benzophenone-4, Cocamide MIPA, Disodium EDTA, Hydroxyacetophenone, PEG-6 Caprylic/Capric Glycerides, Polyquaternium-7, Polysorbate 20, Ethylhexylglycerin, Phenoxyethanol, Fragrance (Parfum), Citral, Citronellol, Limonene, Geraniol,Hydroxycitronellal, Linalool, Ext. Violet 2 (CI 60730).",0,0,0,0
18,soap,OUAI,Chill Pills,['30'],"-Jojoba Seed Oil: Helps moisturize and support the skin’s barrier.
-Safflower Seed Oil: Helps improve skin texture without clogging pores.
-Hemp Seed Oil: Calms skin for smoother and softer appearance.

Sodium Bicarbonate, Citric Acid, Carthamus Tinctorius (Safflower) Seed Oil, Zea Mays (Corn) Starch, Fragrance (Parfum), Cannabis Sativa Seed Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Aqua (Water, Eau), Linalool, Geraniol, Hexyl Cinnamal.",0,0,0,0
19,soap,FRESH,Sugar Lemon Bath & Shower Gel,['23'],"By combining potent natural ingredients, ancient rituals, and modern science, Fresh creates products that perform with experiences that transform. Discovery drives innovation. Fresh’s Founders travel the world uncovering the highest quality natural ingredients and time-honored cultural traditions. But the real journey is using science to harness and heighten nature—developing effective formulas that look, smell, and feel as good as they work—to bring you the most beautiful skin and sensations.",0,0,0,0
20,soap,HERBIVORE,Coconut Milk Bath Soak,['18'],"-Coconut Milk Powder: Hydrates and soothes, leaves skin silky-soft and fragrant.
-Coconut Pulp CO2: Hydrates and provides an a amazing natural coconut aroma.

Sodium Bicarbonate, Dehydrated Vegan Coconut Milk, Coconut Pulp CO2, Vanilla Planifolia Absolute.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats , Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles As defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",1,1,1,1
21,soap,FRESH,Hesperides Grapefruit Bath Shower Gel,['23'],"-Grapefruit and Lemon Extracts: Tone and stimulate the skin.
-Shea Butter: A rich nut butter that is extremely hydrating.
-Vitamins C and E: Powerful antioxidants, tone, soften, and protect the skin.

Water (Aqua), Sodium Laureth Sulfate, Decyl Glucoside, Cocamidopropyl, Betaine, PEG-40 Hydrogenated Castor Oil, Fragrance (Parfum), PEG-120 Methyl, Glucose Dioleate, Butyrospermum Parkii (Shea Butter), Citrus Medica Limonum (Lemon) Fruit Extract, Citrus Grandis (Grapefruit) Fruit Extract, Tocopheryl Acetate, Ascorbic Acid, Polyquaternium-10, PPG-5 Ceteth-10 Phosphate, Tetrasodium EDTA, Propylene Glycol, Phenoxyethanol, Citric Acid, Glycerin, Cocamidopropyl Dimethylamine, Glycolic Acid, Sodium Bicarbonate, Benzoic Acid, Sodium Chloride, Benzyl Benzoate, Butylphenyl, Methylpropional, Citral, Hexyl Cinnamal, Limonene, Linalool.",0,0,0,0
22,soap,LAURA MERCIER,Almond Coconut Honey Bath,['55'],"Sucrose, Glycerin, Propylene Glycol, Polysorbate 20, Water (Aqua), Fragrance, Hydroxyethyl Acrylate/Sodium Acryloyldimethyltaurate Copolymer, Squalane, Aleurites Moluccana Seed Oil, Cocos Nucifera (Coconut) Oil, Cocos, Nucifera (Coconut) Shell Powder, Cocos Nucifera (Coconut), Gardenia Tahitensis Flower, Polysorbate 60, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Prunus Amygdalus Dulcis (Sweet Almond) Shell Powder, Titanium Dioxide.",0,0,0,0
23,soap,PHILOSOPHY,"Senorita Margarita Shampoo, Shower Gel & Bubble Bath",['20'],"Water, Sodium Laureth Sulfate, Lauryl Betaine, Ppg-2 Hydroxyethyl Cocamide, Glycerin, Glycol Distearate, Fragrance, Allantoin, Aloe Barbadensis Leaf Juice, Panthenol, Tocopherol, Tocotrienols, Trilinolein, Triolein, Helianthus Annuus (Sunflower) Seed Oil, Camellia Sinensis Leaf Extract, Polyquaternium-7, Polyquaternium-10, Maltodextrin, Methyl Gluceth-20, Sodium Benzotriazolyl Butylphenol Sulfonate, Buteth-3, Tributyl Citrate, Citric Acid, Sodium Chloride, Magnesium Chloride, Magnesium Nitrate, Sodium Benzoate, Sodium Sulfite, Disodium Laureth Sulfosuccinate, Polysorbate 20, Potassium Sorbate, Disodium Edta, Maleic Anhydride, Sodium Hydroxide, Methylene Di-T-Butylcresol, Phenoxyethanol, Hexylene Glycol, Caprylyl Glycol, Methylchloroisothiazolinone, Methylisothiazolinone, Fd & C Yellow No. 5 (Ci 19140), D & C Red No. 33 (Ci 17200), Fd & C Red No. 4 (Ci 14700).",0,0,0,0
24,soap,GOOP,G.Tox 5 Salt Detox Body Scrub,['40'],"-Five Salt Blend (Celtic Sea Salt, Himalayan Pink Salt, Dead Sea Salt, New Zealand Salt, and Epsom Salt): Exfoliates and smooths the skin.
-Rosehip Oil and Moringa Oil: Replenish the skin.
-Extra-virgin Olive Oil: Helps the moisture penetrate more deeply into the skin.

Sodium Chloride Himalayan Pink Salt And New Zealand Solar Salt, Moringa Oleifera Seed Oil, Olea Europaea (Olive) Fruit Oil, Sea Salt Dead Sea Salt And Celtic Sea Salt, Magnesium Sulfate, Moringa Oleifera Seed Extract, Citrus Paradisi Grapefruit Oil, Coriandrum Sativum (Coriander) Fruit Oil, Elettaria Cardamomum Seed Oil, Foeniculum Vulgare Oil, Helichrysum Italicum Flower Oil, Mentha Piperita (Peppermint) Oil, Rosa Canina Fruit Oil, Rosmarinum Officinalis (Rosemary) Leaf Oil, Simmondsia Chinensis (Jojoba) Seed Oil, Tocopherol, Polyglyceryl-3 Laurate, Maltodextrin, Linalool, Limonene.

Clean at Sephora products are formulated without:
Sulfates—SLS + SLES, Parabens, Formaldehydes, Formaldehyde-releasing agents, Phthalates, Mineral Oil, Retinyl Palmitate, Oxybenzone, Coal Tar, Hydroquinone, Triclosan, Triclocarban, Undisclosed synthetic fragrances (Products can be formulated with disclosed synthetic fragrances that meet the following two criteria: (1) the synthetic fragrances do not include any of the ingredients listed in numbers 1 through 12 above and (2) the synthetic fragrances are at a concentration below 1% of the total formula) The following type of acrylates: (ethyl acrylate, ethyl methacrylate, methyl methacrylate, butyl methacrylate, hydroxypropyl methacrylate, tetrahydrofurfuryl methacrylate, trimethylolpropane trimethacrylate , aluminum salts), Animal Oils/Musks/Fats, Benzophenone + Related Compounds, Butoxyethanol, Carbon Black, Lead/Lead Acetate, Methyl Cellosolve + Methoxyethanol, Methylchloroisothiazolinone & Methylisothiazolinone, Mercury + Mercury Compounds (Thimerisol), Insoluble Plastic Microbeads (This prohibited ingredient applies to products that are meant to be rinsed off ), Resorcinol, Talc (Talc that is free of any asbestos can be used in the formulation provided that Brand conducts testing to ensure that talc is free of any asbestos.), Toluene, Butylated hydroxyanisole (BHA), Butylated hydroxytoluene (BHT) that is 0.1% or more of total formula, Ethanolamines DEA/TEA/MEA/ETA, Nanoparticles as defined by the European Commission, Petrolatum and Parrafin that is not USP grade, Phenoxyethanol that is 1% or more of total formulation, Polyacrylamide & Acrylamide, The following types of Styrene (Bromostyrene, Deastyrene/acrylates/dvbcopolymer, sodium styrene/divinylbenzene copolymer , styrene oxide, styrene), 1,4 Dioxane in final formulas must comply with the thresholds as follows: (10 or < ppm for products that are meant to be rinsed off, wiped off or removed, 3ppm or < for products that are meant to remain on the skin).",0,0,0,0
25,soap,FRESH,Brown Sugar Bath & Shower Gel,['23'],"By combining potent natural ingredients, ancient rituals, and modern science, Fresh creates products that perform with experiences that transform. Discovery drives innovation. Fresh’s Founders travel the world uncovering the highest quality natural ingredients and time-honored cultural traditions. But the real journey is using science to harness and heighten nature—developing effective formulas that look, smell, and feel as good as they work—to bring you the most beautiful skin and sensations.",0,0,0,0
26,soap,NUDESTIX,Anti-Bacterial Hand Sanitizer Gel,['7'],"-Glycerin, Castor Seed Oil, and Green Tea Extract: Provide vegan-powered hydration.
-Vitamin E: Moisturizes.
-Ethanol 62%

Active Ingredient: Aqua, Glycerin, Carbomer, Triethanolamine, Tocopheryl Acetate, Ricinus Communis (Castor) Seed Oil, Camellia Sinensis Leaf Extract.",0,0,0,0
27,soap,JO MALONE LONDON,Wood Sage & Sea Salt Body & Hand Wash,['42'],"Jo Malone London celebrates British style, unexpected fragrances, and the elegant art of gift giving. Each scented creation is elegantly simple, and can be layered for an expression of individuality. Crafted from the highest quality ingredients with a touch of the unexpected, Jo Malone London remains at the forefront of perfumery.",0,0,0,0
28,soap,PHILOSOPHY,Melon Daiquiri,['20'],"Water, Sodium Laureth Sulfate, Lauryl Betaine, Ppg-2 Hydroxyethyl Cocamide, Glycerin, Glycol Distearate, Fragrance, Allantoin, Aloe Barbadensis Leaf Juice, Panthenol, Tocopherol, Tocotrienols, Trilinolein, Triolein, Helianthus Annuus (Sunflower) Seed Oil, Camellia Sinensis Leaf Extract, Polyquaternium-7, Polyquaternium-10, Maltodextrin, Methyl Gluceth-20, Sodium Benzotriazolyl Butylphenol Sulfonate, Buteth-3, Tributyl Citrate, Citric Acid, Sodium Chloride, Magnesium Chloride, Magnesium Nitrate, Sodium Benzoate, Sodium Sulfite, Disodium Laureth Sulfosuccinate, Polysorbate 20, Potassium Sorbate, Disodium Edta, Maleic Anhydride, Sodium Hydroxide, Methylene Di-T-Butylcresol, Phenoxyethanol, Hexylene Glycol, Caprylyl Glycol, Methylchloroisothiazolinone, Methylisothiazolinone, Fd & C Yellow No. 5 (Ci 19140), D & C Red No. 33 (Ci 17200), Fd & C Red No. 4 (Ci 14700).",0,0,0,0
29,soap,JACK BLACK,"All-Over Wash For Face, Hair & Body",['21'],"At Jack Black, we’re a small team with a big entrepreneurial spirit. When we started this journey nearly 19 years ago, we knew one thing for certain: There were plenty of skincare companies that made luxury, efficacious products for women, but no one was addressing the needs of the modern man. So we stayed close to our customers (we still do) and listened to what they wanted—and what they didn’t. What they wanted were no-nonsense products that worked as advertised and used the best ingredients—and were never, ever tested on animals. Nothing complicated. Nothing cosmetic. Just superior skincare. Welcome to the number one bestselling men’s skincare brand.*
*Source: The NPD Group, Inc./ U.S. Prestige Beauty Total Measured Market, Skincare Sales, January 2018–December 2018",0,0,0,0
30,soap,PHILOSOPHY,Pure Grace Foaming Bath and Shower Gel,['28'],"Water, Sodium Laureth Sulfate, Ppg-2 Hydroxyethyl Cocamide, Lauryl Betaine, Glycol Distearate, Glycerin, Parfum/Fragrance, Disodium Laureth Sulfosuccinate, Polyquaternium-7, Isostearamidopropyl Morpholine Lactate, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Tocotrienols, Triolein, Trilinolein, Polyquaternium-10, Methyl Gluceth-20, Sodium Benzotriazolyl Butylphenol Sulfonate, Buteth-3, Tributyl Citrate, Sodium Chloride, Citric Acid, Tetrasodium Edta, Maleic Anhydride, Sodium Hydroxide, Sodium Benzoate, Methylene Di-T-Butylcresol, Sodium Sulfite, Magnesium Chloride, Magnesium Nitrate, Dmdm Hydantoin, Benzyl Salicylate, Hexyl Cinnamal, Methylchloroisothiazolinone, Methylisothiazolinone.",0,0,0,0
31,soap,PHILOSOPHY,"Vanilla Birthday Cake Shampoo, Shower Gel & Bubble Bath",['20'],"Adored by celebrities, dermatologists and, most importantly, their customers, philosophy inspires you to live a better life by being better to yourself. Through effective skincare formulas, fresh scents, gorgeous colors, and inspirational packaging, the brand brings beauty to the body and the mind. Cristina Carlino, the brains behind philosophy, also founded the medical skincare company Biomedic, and uses their cutting-edge research to create philosophy's effective formulations. With a unique head-to-toe product range that encourages you to feel good and live joyously, philosophy is the perfect blend of science and fun.",0,0,0,0
32,soap,CHANEL,COCO MADEMOISELLE Foaming Shower Gel,['55'],No Info,0,0,0,0
33,soap,L'OCCITANE,Lavender Harvest Foaming Bath,['39'],"L'Occitane's famously luxe products are nothing short of a beauty phenomenon, loved by low-maintenance types and glamour girls alike. Created from the plants and essential oils found in Provence, a hilly region in the South of France lush with olive groves, lavender fields, and vineyards, L'Occitane's skin, body care, and fragrances are packed with natural favorites like honey, verbena, shea butter, and lavender. A master of mixing sensual formulas, while retaining the fresh-picked pungency of their ingredients, L'Occitane perfectly preserves the beauty traditions of this ripe Mediterranean land.",0,0,0,0
